name,popularity,genres,followers,id
"Kami-sama, I have noticed",37,"{""anime rock"", ""j-pixie""}",123342,19hnen14uXCUMoBAnTmrCp
Armitage Shanks,3,"{""medway sound""}",463,53D9yPTdRnnhGWsCziPVjd
Robbie Hannan,4,"{""uilleann pipes""}",502,3vmGjJgWtt3TeRH8ZGlRX0
Gay McKeon,0,"{""uilleann pipes""}",213,0uu86rebx0N4wNRMrJw74r
Joseph McLaughlin,0,"{""uilleann pipes""}",105,4KgfnskOuXxzZNufM7X8cE
Sean Potts,0,"{""uilleann pipes""}",166,48GOo6UYbozEVTEmY9NGFJ
Liam O'Flynn,22,"{""celtic"", ""irish folk"", ""uilleann pipes""}",5830,4s6E60p3b1gpo5M2zsysbR
Míchéal Ó Briain,1,"{""uilleann pipes""}",129,6T3wpvNFFC2NhQpqzIU5oH
Ronan Browne,19,"{""irish folk"", ""uilleann pipes""}",624,2XDpVHvfdJtLmueBOVcjv1
Wesley Willis,30,"{""outsider""}",33812,50yovZJnAHoy0pBruvFaCR
Mily Balakirev,30,"{""post-romantic era"", ""russian romanticism""}",6199,2V5Fnwup32wFPAtMi2vmXq
Igor Golovschin,24,"{""""}",34,3PlMh4gNdfaK0uUkSpn6a3
Sergei Lyapunov,16,"{""post-romantic era"", ""russian modern classical"", ""russian romanticism""}",1260,1Lb7Gn7nVNfxMBkKVmFZyI
Rivermaya,57,"{""opm"", ""pinoy rock"", ""pop rock""}",1576184,1ZTdxfZTeztyAgKUJVLxAI
Humanwine,25,"{""dark cabaret"", ""steampunk""}",9599,58DZPVnDKLHSAB1pEkZNwT
Black Tape For A Blue Girl,23,"{""dark wave"", ""ethereal wave"", ""medieval folk"", ""neoclassical darkwave""}",14764,2LM56NUYjaQzmYyQkZjBlZ
Birdeatsbaby,21,"{""brighton indie"", ""dark cabaret"", ""steampunk""}",13732,0i5XBpK4mGqUbfmKKp3bXU
Walter Sickert & The Army Of Broken Toys,9,"{""dark cabaret"", ""gothic americana"", ""steampunk""}",1555,2yrZaFj600aRDZD3E6Ux5K
KatzKab (formerly Katzenjammer Kabarett),0,"{""""}",57,11KLsWhzVy7jkwVcngIooh
Spiritual Front,27,"{""neofolk""}",15031,10Up1OfAxXVsJ8HnLgOEwV
Unextraordinary Gentlemen,12,"{""dark cabaret"", ""steampunk""}",2963,1LBRKesJMnX0rn6QvEoR2Z
Jill Tracy,20,"{""dark cabaret"", ""steampunk""}",11485,1mme7NxGRKLdbWrM77TWZf
Adrian H and The Wounds,2,"{""dark cabaret"", ""ethereal gothic""}",305,4LDsaNgoVZ0Tw34qtRUirw
Attrition,12,"{""british industrial"", ""dark wave"", ""ebm"", ""ethereal wave""}",4342,5yAtVvdaWrTxW4GPC18643
Thoushaltnot,28,"{""dark cabaret"", ""steampunk""}",4636,2NZwBg8aPcMZ1JocKeOpw2
Kip Hanrahan,14,"{""""}",4096,5DHf2YUKRha33AnBFDXcqg
Dafnis Prieto,10,"{""jazz cubano""}",3964,302l4hTP8dV5GWHpEyHVP8
Brandon Ross,7,"{""""}",187,3VVl30HTX9bCiZ7Me3AWPL
Bub Bizzle,0,"{""""}",28,4kLNWmoJ6PflT9dpDjoxfU
HB,6,"{""sound""}",3855,5RZS0SXUPOybDrsKJUBAP7
Tadric Jermaine,0,"{""""}",0,3gP7LGrlT1jgJoIIgskQne
Stingray $tunna,0,"{""""}",0,0ntmwlBUnEqmqatTdwRQd6
B1ackground,0,"{""""}",0,6jgNQWSAeTtjDJvEemVd2u
Rook RudeRed,0,"{""""}",0,37XuRhXKmbu5XX9EIcAbNa
Phe McWright,0,"{""""}",0,00d5kNyuvq6n7wHg4G3aT2
HD Myusik,0,"{""""}",0,2SpsFXyVzlzx1qDR5BoCA0
KDUBB,1,"{""""}",15,0vlkPc2IUY98lN9TkqrYpm
LL COOL J,61,"{""east coast hip hop"", ""golden age hip hop"", ""hardcore hip hop"", ""hip hop"", ""hip pop"", ""old school hip hop"", ""pop rap"", ""queens hip hop"", ""rap"", ""urban contemporary""}",1430701,1P8IfcNKwrkQP5xJWuhaOC
Jadakiss,64,"{""battle rap"", ""east coast hip hop"", ""gangster rap"", ""hardcore hip hop"", ""hip hop"", ""hip pop"", ""pop rap"", ""rap"", ""trap""}",1001526,5pnbUBPifNnlusY8kTBivi
Styles P,60,"{""battle rap"", ""east coast hip hop"", ""gangster rap"", ""hardcore hip hop"", ""hip hop"", ""rap"", ""southern hip hop"", ""trap""}",621848,2x8KDZdSONA3872CnhaAlX
Tomggg,36,"{""future bass"", ""kawaii future bass""}",36902,4IB2TdHMteDOTMAA1UbbcE
Maxo,27,"{""kawaii future bass"", ""proto-hyperpop""}",5128,069n4k5Ultxa6j838AJtGJ
DJ Karaoke,0,"{""karaoke""}",1046,35Ck71vURr6xVyxfWwNHKD
DZZ,1,"{""""}",836,019dkb6cOPTbcR4GOf4git
Nightcorey,0,"{""""}",187,7drK5WSSdtZ2qtMzN6mt4G
Gunge,0,"{""""}",75,2c8ZoILvcImGbMQo3biayF
GRRL,17,"{""deep soul house""}",2762,0JpzRsUcCKSyr44mQiosNg
PARKGOLF,23,"{""hokkaido indie""}",5892,56oGj3qZcyqRZkHL4IrMz9
Aid Kid,13,"{""czech electronic""}",1302,2LceIbSCo8QRh9fjCp78lC
Dreem Tran's,0,"{""czech electronic""}",30,66XJfgQs8NZCpurOYdP45A
in the blue shirt,27,"{""future bass"", ""kawaii future bass""}",21308,4OyqzBV6i2e7Ycs5LwLDxE
Lil Mystic,0,"{""""}",6,08T8qslZBOfwX6wqfSylDh
Miami Mais,0,"{""""}",149,128Zdb9wsNY0BIwQaVNIr7
Lolica Tonica,2,"{""""}",1302,2ytrlf32eBofQWsvkqgetc
nvie motho,4,"{""""}",67,0MIKZL4U4CKcRFsL3nSuAC
Silkersoft,6,"{""""}",638,3p9Fq49y7SxKwa3QBeFK0V
Manicure Records,0,"{""proto-hyperpop""}",12,7nPhJWQIkmtniIUiNgnQbN
Obseen,0,"{""""}",2,3AHN2bIq6jynjaenDbcNnD
DJ Tuco,0,"{""bmore""}",59,76kXDbDONfJ0KIxcunFTLG
P4N4,0,"{""""}",9,6HhiB4Tw1J3nsGp3VyfQJn
Morgan Hislop,19,"{""""}",492,1M1AEVIsxhvm4lAkuC2LyC
Jimmy Pé,14,"{""slovak electronic""}",2464,33DKESQuGXCw9scDPOeH0W
Death Stranding: Timefall,51,"{""video game music""}",26376,4rojTfP5nRkmYpdSbWQgV4
The Five Americans,19,"{""bubblegum pop"", ""classic garage rock"", ""freakbeat""}",5604,4B7Kwlv6J5QpJ44vB6STUF
Sub,1,"{""""}",62,6Isvtgnt4YZqALiBpLhDZi
Fushara,1,"{""drumfunk""}",298,3PleprI2icwElNxdYJN8mV
Sub & Nic TVG,0,"{""drumfunk""}",23,7zGCKCFX8lPspctiyvZipE
Parallel,7,"{""""}",697,5IojL3d0TGiIYmVtUUxpSM
Snaper,0,"{""""}",284,02VAe9EiW9RQu9oKOFmttP
Fada,3,"{""""}",139,6s817yktBKY5tDBi5J4rKk
Indidjinous,1,"{""deep liquid bass""}",274,6ocNmAGngdgXvxTTxfSc8j
Ibunshi & Indidjinous,0,"{""""}",28,68GquXUNhIDCOfNa1Ui92c
Sachiko M,1,"{""electroacoustic improvisation"", ""japanese experimental""}",1513,1YkwYsmAuBEN1XvgyudIEb
Otomo Yoshihide,26,"{""japanese experimental"", ""japanoise"", ""tzadik""}",7301,4P8VTkHWHX32b1xRa7uK03
Junior Sisk,26,"{""bluegrass"", ""progressive bluegrass""}",3469,2MgBNWdCITP6PKZirrJslp
Ramblers Choice,17,"{""""}",170,11BxRtVByD9MCbtV2ZD5zR
Dimmu Borgir,51,"{""black metal"", ""melodic death metal"", ""metal"", ""norwegian black metal"", ""norwegian metal"", ""symphonic black metal"", ""symphonic metal""}",437091,6e8ISIsI7UQZPyEorefAhK
Old Man's Child,29,"{""autonomous black metal"", ""black metal"", ""melodic black metal"", ""norwegian black metal"", ""norwegian metal"", ""pagan black metal"", ""symphonic black metal""}",66072,4LT73i2bqTazQQkmODMaYf
Moonshine,0,"{""""}",85,2GNISuUWt6ZfOXIJaH9n9G
Nobuko Imai,30,"{""japanese classical performance"", ""viola""}",3584,0Qxzv9GHPIPMCVesNuMRgA
Janet Hilton,4,"{""classical clarinet""}",72,1wCLu9sKoS80DGQy3bIHCx
Roger Vignoles,24,"{""art song""}",509,5XVtByLJ0QFGXg7MwG0YKZ
Karsh Kale,40,"{""indian fusion"", ""indian indie"", ""world fusion""}",246056,5KNQvpxpsSUsL8Mon7SjYn
Emmalee Crane,0,"{""""}",69,0omJu6ZPLKg4dMAUlJWeiQ
The Five Stairsteps,47,"{""chicago soul"", ""classic soul"", ""motown"", ""soul"", ""souldies""}",70687,3Inrg8cs8oc4q8oPES4a6S
Cubie Burke,16,"{""""}",131,4DwdnqIE4opZBfHmmLJOeC
Alohe Burke,1,"{""""}",12,5QZyX31xQG78Su3Yx0aL5I
Clarence Burke Jr.,2,"{""""}",18,0jU5OjJIpz1AjfRgDjwOjU
Unk,45,"{""atl hip hop"", ""dirty south rap"", ""pop rap"", ""rap"", ""southern hip hop"", ""trap""}",198765,0PGtMx1bsqoCHCy3MB3gXA
Sandman,9,"{""""}",160,5BzmzqLmJhuHpiXxQeCVrE
Stewey Rock,0,"{""""}",7,4n7NwkGNGnxRzSP2jkWLSN
Blazed,10,"{""""}",168,3D9CO2qFEFw3BGMJpsxmNA
Three 6 Mafia,62,"{""crunk"", ""dirty south rap"", ""gangster rap"", ""hip hop"", ""memphis hip hop"", ""pop rap"", ""rap"", ""southern hip hop"", ""tennessee hip hop"", ""trap""}",1101311,26s8LSolLfCIY88ysQbIuT
Ray J,56,"{""pop rap"", ""r&b"", ""urban contemporary""}",713995,6gbGGM0E8Q1hE511psqxL0
Princess Of Crime Mob,0,"{""""}",49,4yB50f8jI1aqmBg7v0ytGV
Mannish Man,1,"{""""}",46,7BNDdmH2naNgTwSHKGQBF6
Dub,4,"{""""}",93,7zyxzBYeWRiFTTIaTsTBD1
Loko,12,"{""""}",174,5J7giCvV9NJ1rFaDsTjonG
Ying Yang Twins,61,"{""atl hip hop"", ""crunk"", ""dance pop"", ""dirty south rap"", ""gangster rap"", ""hip hop"", ""hip pop"", ""old school atlanta hip hop"", ""pop rap"", ""rap"", ""southern hip hop"", ""trap""}",955267,44PA0rCQXikgOWbfY7Fq7m
D Angel,5,"{""""}",512,4aPxmolkUrzjZSMmMNsghy
Sean Kingston,68,"{""dance pop"", ""miami hip hop"", ""pop"", ""post-teen pop"", ""rap"", ""urban contemporary""}",2842168,6S0dmVVn4udvppDhZIWxCr
Funkadelic,52,"{""funk"", ""funk rock"", ""p funk"", ""psychedelic rock"", ""psychedelic soul"", ""soul""}",649338,450o9jw6AtiQlQkHCdH6Ru
Comedian Bob Marley,25,"{""comedy""}",10206,45qKirPplVcz1no4oz1Ddj
Express Rising,19,"{""""}",1604,7dQfIwcr0mOEpDAort9GOr
Patrizia,7,"{""""}",181,17Cotdw8qq5xjtBJthUlP2
Mike Garson,28,"{""avant-garde jazz""}",2154,1BKXfC7Sr2gN3PlWcPBzX8
Pegboard Nerds,54,"{""brostep"", ""danish electronic"", ""edm"", ""electro house"", ""gaming edm"", ""glitch"", ""speedrun""}",344953,0lLY20XpZ9yDobkbHI7u1y
Tia Simone,24,"{""""}",442,1e1HmU6K8SdfUMIjYO73ke
GR3Y,0,"{""""}",29,49zuSY2AEol9k2TpbyrXGc
The Chicks,65,"{""country"", ""country dawn"", ""pop""}",1312663,25IG9fa7cbdmCIy3OnuH57
Phosphorescent,50,"{""alternative americana"", ""chamber pop"", ""indie folk"", ""indie rock"", ""new americana"", ""singer-songwriter"", ""stomp and holler"", ""swedish americana""}",215274,57kIMCLPgkzQlXjblX7XXP
Smalltown Poets,20,"{""christian punk"", ""deep christian rock""}",11621,0mHos4yS8iAhpYPABHFdBc
Gucci Mane,76,"{""atl hip hop"", ""dirty south rap"", ""gangster rap"", ""hip hop"", ""pop rap"", ""rap"", ""southern hip hop"", ""trap""}",4545641,13y7CgLHjMVRMDqxdx0Xdo
Kodak Black,81,"{""florida rap"", ""hip hop"", ""melodic rap"", ""miami hip hop"", ""rap"", ""trap""}",8695450,46SHBwWsqBkxI7EeeBEQG7
London On Da Track,52,"{""atl hip hop""}",60315,5Nf5yishRW9Ye174sJISkg
OJ Da Juiceman,45,"{""atl hip hop"", ""atl trap"", ""deep southern trap"", ""dirty south rap"", ""gangster rap"", ""houston rap"", ""old school atlanta hip hop"", ""rap"", ""southern hip hop"", ""trap""}",332292,0t5qZrvVCo9YIUT87SQrTn
Shawnna,50,"{""chicago rap"", ""hip pop"", ""pop rap""}",121357,4gpDA7R5796e6zbvZxGNga
The Game,73,"{""gangster rap"", ""hip hop"", ""pop rap"", ""rap"", ""southern hip hop""}",4282306,0NbfKEOTQCcwd6o7wSDOHI
Yo Gotti,66,"{""dirty south rap"", ""gangster rap"", ""hip hop"", ""memphis hip hop"", ""pop rap"", ""rap"", ""southern hip hop"", ""tennessee hip hop"", ""trap""}",4021891,6Ha4aES39QiVjR0L2lwuwq
Lil Baby,89,"{""atl hip hop"", ""atl trap"", ""rap"", ""trap""}",12163053,5f7VJjfbwm532GiveGC0ZK
Drake,97,"{""canadian hip hop"", ""canadian pop"", ""hip hop"", ""rap"", ""toronto rap""}",69054721,3TVXtAsR1Inumwj472S9r4
DG Yola,26,"{""atl hip hop""}",2344,7K9m2L3yA4NAlecdvbAE9d
Ludacris,75,"{""atl hip hop"", ""dance pop"", ""dirty south rap"", ""hip hop"", ""old school atlanta hip hop"", ""pop rap"", ""rap"", ""southern hip hop"", ""trap""}",2478211,3ipn9JLAPI5GUEo4y4jcoi
Offset,17,"{""""}",995,3xWSt0mL474uQlh5Zm6NsW
Pooh Shiesty,70,"{""memphis hip hop"", ""rap"", ""southern hip hop"", ""tennessee hip hop"", ""trap""}",1022213,5F1aAS1duwlzExnPs3l2Xe
Foogiano,54,"{""southern hip hop"", ""trap""}",233369,5iyTbismzdvyjpjIuhKRvX
BIG30,63,"{""memphis hip hop"", ""southern hip hop"", ""trap""}",368691,4nZmMrwH6LxHnCzQv4IFUE
Rocko,47,"{""atl hip hop"", ""atl trap"", ""dirty south rap"", ""gangster rap"", ""houston rap"", ""old school atlanta hip hop"", ""pop rap"", ""rap"", ""southern hip hop"", ""trap""}",508406,0T5OJgMVjKIX3b3W3ekqOl
Webbie,55,"{""baton rouge rap"", ""crunk"", ""deep southern trap"", ""dirty south rap"", ""gangster rap"", ""pop rap"", ""rap"", ""southern hip hop"", ""trap""}",1006884,6aIm51fHkokqlJn2vzNTH8
Jeezy,70,"{""atl hip hop"", ""crunk"", ""dirty south rap"", ""gangster rap"", ""hip hop"", ""old school atlanta hip hop"", ""pop rap"", ""rap"", ""southern hip hop"", ""trap""}",2244652,4yBK75WVCQXej1p04GWqxH
Jeanne Mas,39,"{""chanson"", ""classic french pop"", ""french pop""}",45251,6ItMujsGa113JYrjlfrZXR
Anna Waronker,22,"{""alternative pop"", ""deep acoustic pop""}",1322,4TAV6oFZ5ARdlybbpFAFri
This Day Forward,9,"{""philly indie""}",4093,7Esb84Oedh1UacQ0wIo9eR
Arema Arega,33,"{""cuban alternative""}",2682,4PoCFDDkJ29rcgBOVTUY5C
Deuter,54,"{""healing"", ""meditation"", ""new age""}",92586,3AGvwnXbUo9LoAU2P5qYHB
Chaitanya Hari Deuter,25,"{""berlin school""}",2572,6ShqyafouDcEeQVmdVuTzR
Divination,5,"{""""}",730,3FROb2clYlJC7rbiwMCbYW
Bill Laswell,30,"{""tzadik""}",22853,5RISqKCcrhGITX2TQAPGPL
Marilyn Scott,25,"{""contemporary vocal jazz""}",2450,0Xjghh84yVb90SAbO7RvL4
Hank Mobley Quintet,3,"{""""}",389,21TnGY8mNcmxPXWb6KRYXK
Mek Pek,28,"{""danish pop rock""}",867,4TNnufZk2aryZTw4OMVW2x
The Allrights,2,"{""""}",4,0ovMKHpD2EET8nT3HXSOSh
Mek Pek Party Band,11,"{""bornesange""}",929,654QQdmRSaZb4LSrtW8DWw
Jack Nuber,0,"{""""}",1,6qSCOD16tlGYn67VGC7IiN
Asana 1,2,"{""""}",185,47zhGpCk5J9DmdFZdm83LZ
Simon Shaheen & Qantara,6,"{""arab folk""}",1355,5icxoRHqg9mlYQcplv43zX
B.G.,41,"{""deep southern trap"", ""dirty south rap"", ""gangster rap"", ""new orleans rap"", ""rap"", ""southern hip hop"", ""trap""}",582133,36HvjE9pV91jEjO1qBRidS
Rell,46,"{""""}",1693,0EOoSsmM3oV2aoGL3Od3E3
Hell Rell,31,"{""battle rap"", ""bronx hip hop""}",87555,3m1knVGHFKK57xnleGMHcJ
Max B,44,"{""trap""}",203396,7f35VZGDpomj11PXdNn5D9
Paul Brill,1,"{""""}",262,3KHnnlUcd9kJjW9GUe0CxK
Tal Bachman,52,"{""pop rock""}",35190,3KEb1kbIZN5jumsjFEWgSW
The Velmas,0,"{""albany ny indie""}",25,2DVvWPDmAHFXH44T4H8kv4
Mary Cleere Haran,0,"{""""}",98,7osFspZ7XzDztLlTaa1vbH
Lucy Ann Polk,7,"{""""}",480,3gbwUBdI5NeIAikadF4y6G
Archer Prewitt,6,"{""melancholia""}",2310,3LmEaccc7M0USGtLrsBSwE
60 Channels,2,"{""""}",139,39ogabgJGeZi7BNuOH53YK
Karen Grant,0,"{""""}",5,1qTDFrlf296BvNbTkqj4QX
Navigator,37,"{""rap guineen""}",4508,209iefa4qgaGhDAgjxN9F9
Angie Hart,11,"{""australian singer-songwriter""}",1937,77lOrxp4CCP5XW5MfQT7ye
DJ Collage,10,"{""""}",68,49QQjaWEsbDekEy6y73C5R
The Angel,4,"{""""}",147,1JW04qPY0PRWZUEkKWkoY2
Rain Phoenix,7,"{""""}",3860,5sfAQhaaU3v4N3qZZcTKfW
Monday Michiru,21,"{""japanese jazztronica""}",14299,3SJDP0knZ63lXvwt01g2Mt
Jerry Jeff Walker,43,"{""country rock"", ""folk"", ""outlaw country"", ""roots rock"", ""singer-songwriter"", ""texas country""}",115261,763opp15PhfHpEaiVjM6m7
I:Scintilla,23,"{""industrial metal""}",13771,7kio8Sf38bNeEFKPHd7upq
Angelspit,31,"{""aggrotech"", ""australian dance"", ""cyberpunk"", ""digital hardcore"", ""electro-industrial"", ""industrial metal"", ""industrial rock"", ""steampunk""}",40860,7Coo58A8U3BCpCl4nQ3pda
Iris,26,"{""""}",4366,7sbNZ0Nloe6EVKrozwwQ1v
Doganov,2,"{""""}",203,1YKA5Ge9P1FaCY6MyoKdt2
Bounte,0,"{""""}",1,6BnETJzSHyg0xD4bpgtrgS
AL1CE,21,"{""""}",3038,0OEswCup9P8ou9tFbOUSE5
DiamonD EyE,0,"{""""}",43,5ygmVgviibdu2lzwlskxV4
Tre Hardson,5,"{""""}",252,7pFVZt5PnAR9J48rON98o3
Cokni O'Dire,10,"{""""}",10,39n4GyUd6GvFtGeoFtmVBg
Divine Styler,28,"{""afrofuturism""}",2235,2eXScUVn55zE9NDsr60e6W
Pitchshifter,33,"{""alternative metal"", ""industrial metal"", ""industrial rock"", ""nu metal"", ""rap rock""}",31251,10aXVE8RSUCeMzaFvBnZ2i
Locarno,3,"{""canadian latin""}",325,2huUn2f5ukXpXM1pZHvD4u
The Guess Who,55,"{""album rock"", ""art rock"", ""blues rock"", ""classic canadian rock"", ""classic rock"", ""country rock"", ""folk rock"", ""hard rock"", ""heartland rock"", ""mellow gold"", ""psychedelic rock"", ""rock"", ""singer-songwriter"", ""soft rock""}",579217,0cQuYRSzlItquYxsQKDvVc
John Called Mark,0,"{""""}",36,2yvj4dNLfkFmhvzszseYib
Daforce,24,"{""""}",3325,5hrJWqrdspww0mWHrvteuJ
Curtis Dayne,14,"{""""}",2824,3wqroIayo0gC2RcP06zsR1
Allan Radu,0,"{""""}",0,5FillbC0DSsoqfFWv5rJdB
Supastition,21,"{""north carolina hip hop"", ""underground rap""}",10762,51RbXPsxuxEcBg0mfTC8TT
C-koo Slim,2,"{""""}",2,5KAfuzb7lQEZbXc1WaFoZQ
Brixx Nazdaq,0,"{""""}",0,6QhcJwbo057jp7R8EWnrwp
Spoilt Child,2,"{""""}",3,5NJ76f5z0IVPUTrmqWXFsV
Kayla Doll,2,"{""""}",15,08OQusTbPxgpNdPukUY9Of
Junior Cat,19,"{""old school dancehall""}",2649,1KVJ0sVAdv8cUXU0lH0tpy
Nawlage2k5,1,"{""""}",127,2XYoayQZMhHubl0SiOlpx3
Div 1,22,"{""""}",3,5GBvYrSBQpdrz99b9kYtsa
Elle Madison,8,"{""""}",44,42lbWh3wpjBrwkfAvDUGIU
Ex-Boyfriends,0,"{""""}",151,0KH6uqKwunDnWzIyjo5w3Y
Penance,3,"{""doom metal"", ""neo-trad doom metal""}",2423,52uaSuPGESwDrjXawN8A2G
Shoplifting,1,"{""riot grrrl""}",574,2XMDUITXZwkDiFkdOwBfxA
Run Chico Run,0,"{""""}",67,2YEerKITctp5PmbSo0CjQR
Flux of Pink Indians,22,"{""anarcho-punk"", ""crust punk"", ""hardcore punk"", ""thrash core"", ""uk82""}",20471,320qg5Whjvv0m4ksrpL1FC
The Soft Hills,2,"{""""}",516,5F5y1GKEG1byfDvjK27AkA
Abhor,5,"{""italian black metal""}",1445,1SKFkfVFscLQkJHmuOVOKa
Azrael,0,"{""""}",28,38gG4lVWeD058v9EdNZXfa
Anti Up,44,"{""bass house"", ""edm"", ""electro house""}",27453,4UwR1ir6PovnQiwX5jRPvF
Chris Lake,61,"{""bass house"", ""deep groove house"", ""edm"", ""electro house"", ""house"", ""melbourne bounce"", ""pop dance"", ""progressive house""}",244892,5Igpc9iLZ3YGtKeYfSrrOE
Chris Lorenzo,61,"{""bass house"", ""deep groove house"", ""edm"", ""electro house"", ""house""}",85108,7tm9Tuc70geXOOyKhtZHIj
Leah Andreone,10,"{""lilith""}",1431,2ov2f5yawnEga8dJH2c5Xl
Jeris Johnson,58,"{""viral rap""}",140728,2hmePXeTr2b7cdRAtRjvPq
Ricky Desktop,54,"{""viral rap""}",63687,6CTStccOisUTgXVrtCIANm
Caedmon's Call,34,"{""ccm"", ""christian alternative rock"", ""christian music"", ""roots worship"", ""worship""}",56258,0K1BPXwAU1CTd8DNZohopA
Tempest,10,"{""celtic rock""}",2843,5svDD0GKNeaBBHCcuP3b3k
Youssou N'Dour,51,"{""afropop"", ""mande pop"", ""mbalax"", ""world""}",179839,77zlytAFjPFjUKda8TNIDY
Bloodlined Calligraphy,8,"{""christian hardcore""}",4758,1oJ5hLN5Ilik4swcU6VOlB
Phil Johnson,0,"{""""}",181,1zWnuRQeVtq50JDArw5PtF
Roadside Attraction,0,"{""""}",23,1kLROMxrfWR6VhgUc7keGJ
Alison Alty,20,"{""""}",20,5Qn31Qay3OM1TwHI2UNCsJ
Farid Bang,64,"{""german hip hop""}",824413,2JwyRtuXf2l6sTnSnGVIa1
Kollegah,66,"{""german hip hop""}",1448836,6gto7HVNhu4ARE3P3g8Y5Y
Fler,52,"{""german trap""}",255752,75ctWsRuGXmxMxnFPkuEwA
Haftbefehl,64,"{""german hip hop""}",637508,6ynopZPMBXcIGBI9M02Un5
Samra,70,"{""german hip hop""}",1196012,6h1s4i4XKIYv4ErDelLDN0
Capital Bra,70,"{""german hip hop""}",4331904,4WZGDpNwrC0vNQyl9QzF7d
18 Karat,53,"{""deep german hip hop"", ""german hip hop"", ""german underground rap""}",295243,5oWFxbBrbk2Mw86PLUg3OZ
AK AUSSERKONTROLLE,64,"{""german hip hop""}",767429,07SFzTMeYf5P8Rd32a9Zzw
SSIO,58,"{""afghan rap"", ""deep german hip hop"", ""german hip hop"", ""hamburg hip hop""}",544213,3IrUyDPQlQFcB5lMWhPml2
Guè,71,"{""italian hip hop""}",2013630,7F2utINZ6tSokSiZTQBE27
Rim'K,58,"{""arabic hip hop"", ""francoton"", ""french hip hop"", ""pop urbaine"", ""rap algerien"", ""rap francais""}",1097269,2eh8cEKZk4VeruUrGq748D
French Montana,74,"{""gangster rap"", ""hip hop"", ""pop rap"", ""rap"", ""southern hip hop"", ""trap""}",4744730,6vXTefBL93Dj5IqAWq6OTv
Khaled,59,"{""classic arab pop"", ""rai""}",1628291,28ztjHIXceRRntmTUfnmUX
Capo,64,"{""german hip hop""}",488844,5y9wg9qkGBl0n9v9RzaPKu
Rick Ross,76,"{""dirty south rap"", ""gangster rap"", ""hip hop"", ""pop rap"", ""rap"", ""southern hip hop"", ""trap""}",6401433,1sBkRIssrMs1AbVkOJbc7a
Majoe,52,"{""deep german hip hop"", ""german drill"", ""german hip hop""}",319180,1a71mkqZC54WhePSbnq7RK
Sipo,36,"{""german hip hop"", ""german underground rap""}",20141,1vLew3o8JIJ9XTCRkOCCbb
Summer Cem,65,"{""german hip hop""}",1071412,3drqpTL4sQOckmAfF9i1wg
Jasko,32,"{""deep german hip hop"", ""german hip hop""}",35036,64NNRZT3lIEnaavebMacBw
Bart Baker,28,"{""parody""}",135169,0sSXa9z76TfMcbAZuokauq
Maurette Brown Clark,39,"{""gospel""}",89194,6SGhROQYSIxgiCvxfXfp4p
Tarwater,18,"{""german electronica"", ""indie electronica""}",6552,3TjDnMzp8ezc6SgJ7DS9AZ
Sciflyer,6,"{""indie shoegaze""}",2052,2PhMUWSqDzGej9RyLsz05H
Joe Killington,45,"{""""}",2348,0QvtEuDIDAsKpfuOe2a237
Sidney Samson,48,"{""dutch house"", ""electro house""}",64918,3XonXgjEAAXVl0WKLF1Z4g
Starlight Mints,25,"{""ok indie""}",4135,1PUcFRu2DyznyQS1nVIcEE
Marie Serneholt,25,"{""europop""}",5079,423xb5WEuRw4wxGWa7N7Xt
Sean McCann,21,"{""experimental ambient""}",1585,7c6kXSGmiGhrr8l3CSY0Y2
LEOTARD BUTA & YAGI HIGHLEG,1,"{""""}",40,5AZ98W16DZi84sCjfY1lLH
Ulf Lundell,46,"{""classic swedish pop""}",123004,5kFHS4mQd9W0r7qDp8ec9A
The Egg,35,"{""""}",6605,73nwTQUc9kA9vqGzGPsMkA
Contraband,15,"{""""}",288,7bQNwiN3dh2tRZrrwXotTN
Tristan,2,"{""""}",925,2C9tLdKb8CnNBaT1poRBGA
Esion Jim,0,"{""""}",85,0p4JtH30kE0mGhSinbFznZ
Highpersonic Whomen,0,"{""""}",81,4e58Q6qaSrvtss4JHl9lnS
Gaudi,31,"{""psychill"", ""world fusion"", ""zenonesque""}",18157,4VPauFDuyMnoakRnCPmcgP
Ott,38,"{""downtempo"", ""downtempo bass"", ""psybass"", ""psychill"", ""psydub""}",108591,1F102kNzMqsmOpF7AfFmm5
Gargoyles,1,"{""psychill""}",172,3qWJ7G9z99iQvvnUGlmOtf
Hierophant,13,"{""blackened hardcore"", ""funeral doom"", ""neo-crust""}",5399,7DyzIv3RZPSFHEVDbmN0jI
Abysmal Torment,13,"{""brutal death metal"", ""maltese metal"", ""slam death metal""}",12064,79UEQDXFTyCmFDKl3mz2Vg
Mu-Seum,3,"{""""}",101,4klWB5swQHLXoeuYSyclOz
Lissie,51,"{""folk-pop""}",190511,3j4FHbC5zwmYGJ7r0ZgaMt
Solace,11,"{""stoner metal""}",4871,1t6lG3RtA1w2Sne7A1722V
Metamatics,13,"{""deep idm"", ""drill and bass"", ""intelligent dance music""}",5112,0MWaIWO3tQOJccGmcL8TP8
John Legend,77,"{""neo soul"", ""pop"", ""pop soul"", ""r&b"", ""urban contemporary""}",6309618,5y2Xq6xcjJb2jVM54GHK3t
Esperanza Spalding,48,"{""electric bass"", ""indie jazz"", ""jazz"", ""jazz fusion"", ""jazz pop"", ""neo soul""}",334643,5bepW5vcdRzheNc0F8lHJ5
