name,popularity,genres,followers,id
BotchiBoromaru,13,"{""""}",444,5HlGwrPXNdL8YmBF70jcvu
K_a_i_n,0,"{""""}",8,7AW3xogHSCa1OMXQ8dyt0Z
Patti Smith,56,"{""art punk"", ""art rock"", ""permanent wave"", ""protopunk"", ""rock"", ""singer-songwriter""}",933884,0vYkHhJ48Bs3jWcvZXvOrP
Bebe Rexha,83,"{""dance pop"", ""edm"", ""pop"", ""post-teen pop""}",7724654,64M6ah0SkkRsnPGtGiRAbb
Mary Chapin Carpenter,49,"{""country"", ""country rock"", ""folk"", ""lilith"", ""mellow gold"", ""singer-songwriter""}",181226,0qAmeOULjwn04k6jMMeDyr
Hunter Hayes,59,"{""contemporary country"", ""country"", ""country road"", ""modern country rock"", ""neo mellow"", ""pop"", ""post-teen pop""}",1189021,7H6dkUChT5EoOQtUVMg4cN
Ron Ringwood´s Gospel Messengers,0,"{""""}",24,7IgwdIoRiNwYH6cZ7raJwU
Crash Test Dummies,51,"{""canadian rock"", ""pop rock""}",255687,1YEGETLT2p8k97LIo3deHL
Plumb,48,"{""ccm"", ""christian alternative rock"", ""christian music"", ""worship""}",179644,2tbxcCCM7A71cmkzuB8lyH
M. Ward,48,"{""alternative country"", ""anti-folk"", ""chamber pop"", ""indie folk"", ""indie pop"", ""new americana"", ""portland indie"", ""roots rock"", ""singer-songwriter"", ""stomp and holler""}",199815,6nXSnNEdLuKTzAQozRtqiI
Aterciopelados,55,"{""colombian rock"", ""latin alternative"", ""latin pop"", ""latin rock"", ""pop rock"", ""rock en espanol""}",720362,3MqjsWDLhq8SyY6N3PE8yW
Bad Brains,48,"{""alternative rock"", ""black punk"", ""dc hardcore"", ""hardcore punk"", ""nyhc"", ""punk"", ""ska punk""}",376881,1oVj9JmPUPg4SQ2uerV2xc
Dr. Know,27,"{""california hardcore"", ""crossover thrash"", ""hardcore punk"", ""punk"", ""thrash core""}",22898,1aKAy6QfmE1qVmCGdHXYIv
Darryl Jenifer,23,"{""""}",637,0d5SK495KA89GPlVpUAkoc
Earl Hudson,22,"{""""}",47,0MqBPgM9ZeAvCSaZRgjzMs
The Shallows,1,"{""""}",237,5IrHC0D40GHEPyhSNA6A4f
Haindling,38,"{""austropop"", ""german rock"", ""liedermacher"", ""neue volksmusik""}",27904,3oHgkMmch5iJdxxcdejYI5
Blues Company,28,"{""german blues"", ""modern blues""}",6240,3zL5MUHZLeAAM2ZTSKQr9w
Northcape,13,"{""downtempo fusion""}",1975,0SUxs8Xj1u6jJA8AK9H4G1
Washington Saxophone Quartet,1,"{""classical saxophone quartet""}",117,5PXZBfO4vUZQcbmO6EcQmn
The Magnetic Fields,51,"{""alternative rock"", ""anti-folk"", ""art pop"", ""art rock"", ""chamber pop"", ""dream pop"", ""indie pop"", ""indie rock"", ""lo-fi"", ""melancholia"", ""metropopolis"", ""permanent wave"", ""singer-songwriter"", ""tape club""}",195824,6RWjTQqILL7a1tQ0VapyLK
José Alfredo Jimenez,64,"{""mariachi"", ""musica mexicana"", ""ranchera""}",1724362,2T06whb4s6UiufL1j5Qtz9
Mariachi Vargas De Tecalitlán,55,"{""mariachi"", ""ranchera"", ""tropical""}",405903,0JTujDbHVqhWAGl06aaW78
Amalia Mendoza,45,"{""bolero"", ""mariachi"", ""ranchera""}",110520,3zH5WktZU1xXqBZMsgV0IC
Alicia Juarez,31,"{""""}",2210,2MwY1LeuAuGU4xygWhA8hT
Marco Antonio Muñiz,47,"{""bolero mexicano"", ""mexican rock-and-roll"", ""ranchera""}",209765,4BLAYO57LtkaZ6odOdWmGc
Yanni,57,"{""new age""}",428148,72qxDp6R6v22pai96pZioz
Else & Poki,2,"{""""}",231,7eqKw49xqL4O5rSRGnUJBX
Monica,61,"{""contemporary r&b"", ""dance pop"", ""hip pop"", ""neo soul"", ""pop r&b"", ""r&b"", ""urban contemporary""}",2280102,6nzxy2wXs6tLgzEtqOkEi2
Brandy,64,"{""contemporary r&b"", ""dance pop"", ""hip hop"", ""hip pop"", ""neo soul"", ""r&b"", ""urban contemporary""}",3005240,05oH07COxkXKIMt6mIPRee
Outkast,73,"{""atl hip hop"", ""dirty south rap"", ""hip hop"", ""old school atlanta hip hop"", ""pop rap"", ""rap"", ""southern hip hop""}",2085315,1G9G7WwrXka3Z1r7aIDjI7
112,63,"{""atl hip hop"", ""boy band"", ""contemporary r&b"", ""dance pop"", ""gangster rap"", ""hip pop"", ""pop rap"", ""r&b"", ""southern hip hop"", ""urban contemporary""}",1011799,7urq0VfqxEYEEiZUkebXT4
Pablo Alborán,74,"{""latin arena pop"", ""latin pop"", ""spanish pop""}",4661518,5M9Bb4adKAgrOFOhc05Y50
Ava Max,79,"{""dance pop"", ""pop""}",5702716,4npEfmQ6YuiwW1GpUmaq3F
Mariah Carey,80,"{""dance pop"", ""pop"", ""urban contemporary""}",8325145,4iHNK0tOyZPYnBU7nGAgpQ
Krayzie Bone,57,"{""gangster rap"", ""ohio hip hop""}",310555,53B8dEQzmtefvkdCAkO0YR
Wishbone,0,"{""""}",243,47AKGI5jfLa8uWKA0QSMs7
Dru Hill,55,"{""contemporary r&b"", ""hip hop"", ""hip pop"", ""neo soul"", ""quiet storm"", ""r&b"", ""urban contemporary""}",1321706,1255GTUKNCLCTvH9ctD4cT
Lit,56,"{""pop punk"", ""pop rock"", ""socal pop punk""}",289702,5mgr0FFpvy267wKVAYg8qp
CousteauX,27,"{""""}",9,7CjVcpg3KxF44TjVn8mukt
Thomas Martin,6,"{""contrabass""}",285,2kEtbjjWmfQuxjpXsAuHjZ
Dog's Eye View,26,"{""pop rock""}",6430,0ymKv4fh2eBhPT9HLTu8yH
Manic Street Preachers,54,"{""alternative rock"", ""britpop"", ""modern rock"", ""permanent wave"", ""pop rock"", ""rock"", ""welsh rock""}",607659,2uH0RyPcX7fnCcT90HFDQX
Eve 6,52,"{""alternative metal"", ""alternative rock"", ""pop rock"", ""post-grunge""}",387390,4Eqd24yS5YcxI8b6Xfuwr8
Nine Days,49,"{""pop rock""}",88380,306JHpIRGVaQd6OltnOzUO
The Juliana Theory,33,"{""christian punk"", ""emo"", ""pop punk"", ""screamo""}",36879,7obdmuirClkgU94pcUy05m
Matthew Sweet,40,"{""alternative country"", ""alternative pop"", ""alternative rock"", ""jangle pop"", ""laboratorio"", ""pop rock"", ""power pop"", ""roots rock"", ""underground power pop""}",63762,2idymNTKUdnTxforkb12Mw
Clubroot,25,"{""classic dubstep"", ""substep"", ""uk bass""}",18683,5lHhbrX9ll4e8ilhvLzzI6
Tim McGraw,70,"{""contemporary country"", ""country"", ""country road""}",4197962,6roFdX1y5BYSbp60OTJWMd
Jon E Bravo,0,"{""""}",3,3YRf6gHtzU0bscanoz4tQ4
Roman Yakub,0,"{""ukrainian classical""}",20,0PZBtoorlU6t8EA7F3dCo2
Marc Anthony,75,"{""latin pop"", ""modern salsa"", ""salsa"", ""tropical""}",8161897,4wLXwxDeWQ8mtUIRPxGiD6
Jello Biafra,30,"{""hardcore punk"", ""punk""}",50356,1ddbFlSqbqp2vuJd5CuRcE
Mojo Nixon,31,"{""cowpunk"", ""psychobilly""}",16432,3FT2gnR0oxBirr2rD3OmwQ
Jim Brickman,56,"{""new age"", ""new age piano""}",107754,2NzWRNaaLByHyI3wpuec8P
Martina McBride,59,"{""contemporary country"", ""country"", ""country dawn"", ""country road""}",1220444,3P33qFNGBVXl86yQYWspFj
Grant-Lee Phillips,33,"{""alternative americana""}",24578,65xy6loxYxKy3M9uiRHzLv
Ben Folds,49,"{""permanent wave"", ""piano rock"", ""pop rock""}",276521,55tif8708yyDQlSjh3Trdu
Indigo Girls,51,"{""folk"", ""lilith"", ""singer-songwriter"", ""women''s music""}",290232,4wM29TDTr3HI0qFY3KoSFG
Cyndi Lauper,69,"{""disco"", ""new wave pop"", ""permanent wave"", ""soft rock""}",2148473,2BTZIqw0ntH9MvilQ3ewNY
Cypress Hill,67,"{""chicano rap"", ""gangster rap"", ""hardcore hip hop"", ""hip hop"", ""rap"", ""rap rock"", ""west coast rap""}",1701116,4P0dddbxPil35MNN9G2MEX
Josh Joplin Group,0,"{""""}",1,0cHOhL2s162yp5ERTNAZdf
Third Day,53,"{""ccm"", ""christian alternative rock"", ""christian music"", ""worship""}",722447,7uWXomGkKtIq9B4XgA3gch
Ben Folds Five,45,"{""alternative rock"", ""permanent wave"", ""piano rock"", ""pop rock""}",249327,44gRHbEm4Uqa0ykW0rDTNk
Eleventh Dream Day,10,"{""alternative pop""}",4262,3q6NWJJpclIcRNP7AQwMWq
Macy Gray,59,"{""neo soul""}",603125,4ylR3zwA0zaapAu94fktwa
Susan Tedeschi,51,"{""acoustic blues"", ""blues"", ""blues rock"", ""country rock"", ""electric blues"", ""modern blues"", ""roots rock""}",160544,5Ws3s6lSP4Un8kQf8CrAta
Bruce Hornsby,54,"{""album rock"", ""classic rock"", ""country rock"", ""folk rock"", ""heartland rock"", ""mellow gold"", ""piano rock"", ""pop rock"", ""singer-songwriter"", ""soft rock""}",338044,2iM28IgKg89v1o7BTQAVPo
The Range,54,"{""soft rock""}",3193,4374DY0rBAi0pCV6F9i00Y
The Tories,4,"{""underground power pop""}",852,4QKqXMvVOqLjsZE5UmG3GQ
Uncle Tupelo,41,"{""alternative country"", ""alternative rock"", ""country rock"", ""folk"", ""heartland rock"", ""indie folk"", ""new americana"", ""roots rock"", ""singer-songwriter""}",92865,2Plkkomsc4DKawkCioLKjc
Zephaniah,0,"{""""}",288,7JZhOvH58gTVYLaX5WOVwR
Brooks & Dunn,68,"{""contemporary country"", ""country"", ""country road"", ""country rock""}",2452421,0XKOBt59crntr7HQXXO8Yz
Cave,2,"{""""}",302,2JyuVKzeUTMgsldwZsRRai
New Kids On The Block,54,"{""boy band"", ""dance pop""}",670804,55qiaow2sDYtjqu1mwRua6
Max Bruch,43,"{""classical"", ""german romanticism"", ""late romantic era""}",50180,0521x50ZcNqqT1fKMJg5c5
Antje Weithaas,15,"{""violin""}",884,6ZDnLZicoCvV3R7Gj7SBxm
NDR Radiophilharmonie,43,"{""german orchestra"", ""orchestra""}",1562,6i9KFEJuHq78nMsQxeB1vR
Hermann Bäumer,15,"{""""}",42,17LQj2UDvltRWjoDLljAYc
Mariahlynn,32,"{""hip pop"", ""trap queen""}",127651,4jk4lxjwNCDVIwHyCrUmlk
Shatta Wale,50,"{""afro dancehall"", ""ghanaian pop""}",187427,42q0rYXtR561ypg1Fcw1PI
mixedbykamillion,0,"{""""}",2,5hFKuL2ktdOTHVYazHwpE7
The Legendary Pink Dots,29,"{""experimental"", ""industrial"", ""industrial rock""}",37349,55XX7sgmxtVFNJnHrQMXh5
Vitamin String Quartet,61,"{""bow pop""}",642386,6MERXsiRbur2oJZFgYRDKz
The Gaskets,0,"{""rva indie""}",63,3m2Gqz7iNofMtLfuHf8Ief
Forbidden Friends,0,"{""""}",207,4qpXRgVpJPPW7nHpL04SFJ
Megan Thee Stallion,79,"{""dance pop"", ""houston rap"", ""pop"", ""rap"", ""trap queen""}",7242427,181bsRPaVXVlUKXrxwZfHK
DaBaby,81,"{""north carolina hip hop"", ""rap"", ""trap""}",10271835,4r63FhuTkUYltbVAg5TQnk
City Girls,66,"{""dance pop"", ""pop"", ""r&b"", ""rap"", ""scam rap"", ""trap queen""}",2111434,37hAfseJWi0G3Scife12Il
Hot Girl Meg,38,"{""""}",4389,1ZEqGVxGNeiNyssm83CeKP
Lil Durk,82,"{""chicago drill"", ""chicago rap"", ""drill"", ""hip hop"", ""rap"", ""trap""}",4780570,3hcs9uc56yIGFCSy9leWe7
SZA,83,"{""pop"", ""r&b"", ""rap""}",8760718,7tYKF4w9nC0nq9CsPZTHyP
Mustard,73,"{""cali rap"", ""hip hop"", ""pop"", ""pop rap"", ""rap"", ""southern hip hop"", ""trap""}",1010156,0YinUQ50QDB7ZxSCLyQ40k
Popcaan,64,"{""dancehall"", ""jamaican hip hop"", ""reggae fusion"", ""traphall""}",821760,62DmErcU7dqZbJaDqwsqzR
2 Chainz,75,"{""atl hip hop"", ""gangster rap"", ""hip hop"", ""pop rap"", ""rap"", ""southern hip hop"", ""trap""}",7494152,17lzZA2AlOHwCwFALHttmp
Big Sean,77,"{""detroit hip hop"", ""hip hop"", ""pop"", ""pop rap"", ""rap"", ""southern hip hop"", ""trap""}",10205464,0c173mlxpT3dSFRgMO8XPh
Beyoncé,86,"{""dance pop"", ""pop"", ""r&b""}",32739601,6vWDO969PvNqNYHIOW5v0m
Young Thug,83,"{""atl hip hop"", ""atl trap"", ""gangster rap"", ""hip hop"", ""melodic rap"", ""pop rap"", ""rap"", ""southern hip hop"", ""trap""}",7629314,50co4Is1HCEo8bhOyUWKpn
Anna Shoemaker,33,"{""""}",7709,3STjhKc10jr3X60mDRpHV4
System Of A Down,77,"{""alternative metal"", ""nu metal"", ""rap metal""}",8541656,5eAWCfyUhZtHHtBdNk56l1
Kane Hodder,3,"{""""}",599,788nXpdVRye2CFqiXsFR7j
Ozzy Osbourne,71,"{""album rock"", ""birmingham metal"", ""hard rock"", ""metal"", ""rock""}",4471436,6ZLTlhejhndI4Rh53vYhrY
Rick Astley,63,"{""disco"", ""europop"", ""new romantic"", ""new wave pop"", ""soft rock"", ""sophisti-pop"", ""synthpop""}",976103,0gxyHStUsqpMadRV0Di1Qt
Throneberry,0,"{""""}",79,2pic3sPa1zfWMeWmZMCuYn
Sahara Hotnights,38,"{""power-pop punk"", ""swedish indie rock"", ""swedish pop""}",26498,2VPvWVAiP9GICmwh4bLUuE
TYLERxCORDY,33,"{""nyc pop""}",10386,6ol9cL579DiFu0LDhRQ3G9
Renke,0,"{""""}",37,3VUR2qJh1cvFL33h5XvWOu
Becca,22,"{""""}",4019,3qYy3gmzqTA2p6ge8sf9aZ
Astrud Gilberto,60,"{""adult standards"", ""bossa nova"", ""brazilian jazz"", ""lounge"", ""samba-jazz"", ""vocal jazz""}",197615,5rX2c1zow6hCph8PnnU3kF
Inara George,31,"{""deep acoustic pop"", ""folk-pop""}",15531,4lsLWmOLcZjlaPhx7FKwLl
Bryony Atkinson,3,"{""""}",94,76k2nXf9jc2bxXJqxtVGBT
Sarah Vaughan,54,"{""adult standards"", ""jazz"", ""lounge"", ""swing"", ""torch song"", ""vocal jazz""}",570639,1bgyxtWjZwA5PQlDsvs9b8
Alison Krauss,59,"{""bluegrass"", ""folk"", ""progressive bluegrass"", ""singer-songwriter""}",324457,5J6L7N6B4nI1M5cwa29mQG
Susannah McCorkle,39,"{""adult standards"", ""contemporary vocal jazz"", ""lounge"", ""vocal jazz""}",23879,0YmFjtGsr6KUo2XJOR9RSu
Eman,10,"{""""}",198,7e27B2sfuiccUwUHKP8tDA
Mason Williams,37,"{""""}",11036,1XgVoPT2Va5L64LFzskVBW
Michael Andrew,15,"{""""}",110,6iHn0GjXYtt5bBlAiemq1D
John Debney,55,"{""classic soundtrack"", ""orchestral soundtrack"", ""scorecore"", ""soundtrack""}",25317,7mCsyzq823cXJ5puxUN3aJ
UGK,59,"{""dirty south rap"", ""gangster rap"", ""hip hop"", ""houston rap"", ""rap"", ""southern hip hop"", ""trap""}",804958,6ZhjJOJXXwnPS8PrXdmjLw
Devin The Dude,53,"{""dirty south rap"", ""gangster rap"", ""houston rap"", ""southern hip hop"", ""trap""}",319585,0OMJR0LjjKv21qNvICTgbi
8Ball,45,"{""crunk"", ""dirty south rap"", ""gangster rap"", ""memphis hip hop"", ""southern hip hop"", ""trap""}",443033,6B16XZWuJ9VERn7pXxCIda
MJG,43,"{""dirty south rap"", ""gangster rap"", ""memphis hip hop"", ""southern hip hop"", ""trap""}",317455,6pDFdYZARPitpkfm44UsOQ
C-Note,26,"{""dirty texas rap"", ""houston rap""}",41366,7aJgZeWVFzRf96TinYwgsu
Big Gipp,34,"{""atl hip hop"", ""old school atlanta hip hop""}",17208,7e36DF0IaZI4JXfIf95ppT
Juicy J,74,"{""crunk"", ""dirty south rap"", ""gangster rap"", ""hip hop"", ""memphis hip hop"", ""pop rap"", ""rap"", ""southern hip hop"", ""trap""}",2935987,5gCRApTajqwbnHHPbr2Fpi
DJ Paul,60,"{""bounce"", ""crunk"", ""memphis hip hop"", ""trap""}",91915,2ledyuziz6YjLK5Dw483Oc
Kool Ace,17,"{""""}",135,0FP9PdnIAXRuLqrpeY4PDY
Too $hort,63,"{""cali rap"", ""gangster rap"", ""golden age hip hop"", ""hip hop"", ""hyphy"", ""oakland hip hop"", ""pop rap"", ""rap"", ""southern hip hop"", ""west coast rap""}",1320796,4sb7rZNN93BSS6Gqgepo4v
Jermaine Dupri,57,"{""atl hip hop"", ""dirty south rap"", ""hip hop"", ""hip pop"", ""pop rap"", ""southern hip hop""}",396683,6nfYGe7IIuuP5bMY1jkJP6
Roderick Williams,29,"{""choral"", ""classical baritone""}",2338,3AgfuptJ2ldYrLv5O6lkuJ
Iain Burnside,27,"{""art song""}",610,46zUU6NYYxTFinZbVTp4sT
Franz Schubert,63,"{""classical"", ""classical era"", ""early romantic era""}",953873,2p0UyoPfYfI76PCStuXfOP
First Lady Assassins,0,"{""ok indie""}",26,156YiVG6wB2j9d9XPe1BiP
Faithless,59,"{""big beat"", ""downtempo"", ""electronica"", ""trip hop""}",569402,5T4UKHhr4HGIC0VzdZQtAE
Rollo Armstrong,46,"{""""}",985,6hFSukEzqXAkCIcXNnctZ4
Sister Bliss,46,"{""""}",5467,4tc9NREea7ncB7JzqdBsj5
Goetz,41,"{""""}",169,1HT9jeorSqkirZ9bcMQuKv
Dido,70,"{""new wave pop"", ""pop rock""}",1469096,2mpeljBig2IXLXRAFO9AAs
Estelle,64,"{""neo soul"", ""r&b""}",246720,5T0MSzX9RC5NA6gAI6irSn
Ambush Aces,0,"{""""}",49,1FdHibMIj01cuzx4zEgLmA
Elliott Smith,63,"{""alternative rock"", ""indie rock"", ""melancholia"", ""pop rock"", ""rock"", ""singer-songwriter""}",843817,2ApaG60P4r0yhBoDCGD8YG
Mike Fageros,0,"{""""}",10,0wT1A1TySQ1c4efp7dsgk8
Daniel Barenboim,62,"{""classical"", ""classical performance"", ""israeli classical piano"", ""orchestral performance""}",112511,78sEozQOEJxzXegUuqRSgH
London Philharmonic Orchestra,64,"{""british orchestra"", ""orchestra""}",247823,3PfJE6ebCbCHeuqO4BfNeA
Cul De Sac,9,"{""neo-kraut"", ""post-rock""}",5795,7e3EITqBmSTDzZQpyOo4RQ
Tipper,43,"{""downtempo"", ""glitch hop"", ""nu skool breaks"", ""psybass""}",146389,1soJ22UMyjIw6SYFtoFJwe
Jerome Alexander,1,"{""""}",77,42SxP7vnqu7iMxUFUfDyeZ
Jay-Ray & Gee,0,"{""""}",76,1dg4OlerhjjRzk0Svqatpv
The Sensational Uptowners,0,"{""""}",30,4dHnrgIUMjxOkHOMWmBIA4
The Melismatics,2,"{""""}",477,1BO3rsBKcieRQMxRgx4Egi
Ullian Pipers Of Ireland,0,"{""""}",35,5GFSkXvlh8zJTzT3oNyfEd
Breton Pipers,0,"{""""}",7,4wsjIaEucv70cnGq5dA5ib
Galician Pipers,0,"{""""}",10,74pzTDu3C3KpbjtONcmg2s
Highland Pipers Of Scotland,0,"{""""}",11,1MdKetqGekLEhYyHyPTX7C
The Triumph Street Band Of Canada,0,"{""""}",3,0OlJVlg7o2TZMle2mwk7FL
10kdunkin,39,"{""plugg"", ""pluggnb"", ""vapor trap""}",13028,76uMgi6K2NCrt3QOZ4vVaW
The Alrights,0,"{""twin cities indie""}",70,069FtfyBJEQTogaYIF5Xz8
Marcus Strickland,30,"{""contemporary jazz"", ""indie jazz"", ""uk contemporary jazz""}",10249,6de0V6wLyRKp3I2LDMrXCr
Alfredo Piatti,14,"{""""}",654,4D2c8JnUk0Scu2PD2XcZFf
Soo Bae,10,"{""classical cello"", ""korean classical performance""}",271,0iWhhC8c4zQwixZlp7xAA8
The Echoing Green,8,"{""albuquerque indie"", ""christian dance"", ""neo-synthpop""}",2160,37Iic1l5ZaBzXqcbQUoXtW
Billy Kay,3,"{""vegas indie""}",12,67SbuPj8qeuknk9uohF2Jj
Purfakt,2,"{""""}",118,1xh849Uwc0J9Ap0bHWtycR
Jonah Hodges,2,"{""""}",228,1KK28K3c9ZoeS7htwOQ3lc
Riot,36,"{""speed metal"", ""us power metal""}",51699,2TTfkn3oA5dSvqmvVxjUxR
Jay Ungar,39,"{""early american folk"", ""instrumental bluegrass"", ""old-time fiddle"", ""string folk""}",5712,54jNT6jMGDoxMSBzUDEYSB
Molly Mason,36,"{""early american folk""}",676,0fJwKh1jYgT5Fz6PzplBsv
Fiddle Fever,18,"{""""}",613,5psFy2ofCCoSizMy8qV2bd
Sweet Honey In The Rock,37,"{""gospel"", ""women''s music""}",18718,3d4KAl1xvEw3akBK6CVCCA
Ronnie Gilbert,13,"{""protest folk""}",384,3eygVwHBnCJUSs5yZ6hhdN
The United States Military Academy Band,21,"{""college marching band"", ""marching band""}",1159,76lLlP21xHdXahVcaA3WT3
Kathy Mattea,44,"{""country"", ""country rock""}",116038,7ndzHjxbErIwvwnEUewMWe
John Hartford,40,"{""appalachian folk"", ""banjo"", ""bluegrass"", ""country rock"", ""folk"", ""jam band"", ""old-time"", ""progressive bluegrass"", ""singer-songwriter""}",37430,0NAr5zThPfMx26ISgooQK6
Richie Havens,45,"{""country rock"", ""folk"", ""folk rock"", ""mellow gold"", ""roots rock"", ""singer-songwriter""}",108916,4Qk0lWGeXydDvfrDufDQ9p
Judy Collins,46,"{""american folk revival"", ""folk"", ""folk rock"", ""mellow gold"", ""singer-songwriter""}",218800,5yzE49FicYiSxN61oaxkNn
Kate & Anna McGarrigle,32,"{""american folk revival"", ""folk"", ""folk rock"", ""singer-songwriter""}",21944,7krh6ZjG7i7jvLGiG3YNJF
Hoyt Axton,33,"{""cosmic american"", ""country rock"", ""folk"", ""oklahoma country""}",12227,4Qfv2sYwJcGqdqF7UaMZgQ
Rufus Wainwright,60,"{""canadian pop"", ""chamber pop"", ""melancholia"", ""piano rock"", ""singer-songwriter""}",293783,2PfBzriIMRsCXPDtSy9vg8
Kate & Anna McGarrible And Families,2,"{""""}",79,05zXRwSCfP4a83yeTKVKVm
STAFF SGT. STEVE LUCK,1,"{""""}",47,0aoz1nAe3xHLRuUYhjEkFI
Hook,1,"{""""}",88,6xmNglIXDSA9SLJI1o8YzF
645AR,35,"{""""}",48808,3Iv3mOsjFV8vZkXphpQ8hz
Tony Shhnow,13,"{""""}",25,0iSE3wicUGPOFPAXXca5en
JWitDaBeam,8,"{""""}",149,5e8mtoy6qYA72AR34eaGZi
snowsa,34,"{""""}",4951,1CjeZeV3TnH5XUlUGMqedu
Flexdareaper,0,"{""""}",3,55xr8nwxxDOxq6sNk0VAxW
Lisha G,9,"{""""}",273,5nwxAowdUQSK1tuyVHD5lJ
The Hearkening,2,"{""christian deathcore""}",725,4VtaKlNwLZigTTJ5MkEIkR
Nym,36,"{""collage pop"", ""new french touch""}",27227,6M8inuI8fuWKvTgIdUmOuA
Kim And Reggie Harris,3,"{""""}",194,5Yjm2751i3ta4KpuIctMVI
Magpie,6,"{""""}",281,2kuztHJGmW04dTSfYQSsQK
Atl Smook,33,"{""plugg"", ""vapor trap""}",12497,00VLi51B5wjgE5jg3lmOKB
Luna Blanca,27,"{""rumba""}",3954,3Aor3d9WWpyMtyCwXddXvG
Dan Sartain,28,"{""alabama indie"", ""punk blues""}",9534,6AZ4TQhtH9GsoTFe2CxR2n
Tom Butler,2,"{""""}",686,4TD5BfgvawYhh7Da2oyBzL
Gloria Estefan,64,"{""dance pop"", ""latin pop"", ""new wave pop""}",653792,5IFCkqu9J6xdWeYMk5I889
Miami Sound Machine,54,"{""new wave pop""}",258005,18xgcedCGxFbqLbIQn5R8F
Gloria Estefan And Miami Sound Machine,28,"{""""}",102130,2Gop8SbSVt5SaJzuaRFa7D
Andy Votel,14,"{""""}",1593,67wOTDjbsUMW6tQgR54yLN
PALO!,26,"{""cuban funk"", ""salsa cubana""}",11299,0ta7d4nqI6QnJLJHIHaHdk
Lewis Wright,3,"{""""}",253,4nsrmpHPu9n3LTbC2sA54s
Matt Brewer,19,"{""jazz double bass""}",1491,2lbkXLlMyaHxra7bczgRqU
Marcus Gilmore,34,"{""jazz drums""}",3316,1caVPl46Ta6C8DYns5AAuo
Garrett N.,0,"{""""}",15,1jo7nrw87KcIOULo20uFgP
Hybrid,38,"{""big beat"", ""breakbeat"", ""nu skool breaks""}",49466,2MYN7OKnlCiZ0wrwp2A1ox
Freq Nasty,25,"{""breakbeat"", ""nu skool breaks"", ""nz electronic""}",5757,5gv9zZbaJKdjKWNVwcDP2N
The Orb,44,"{""ambient"", ""ambient house"", ""electronica"", ""intelligent dance music"", ""trip hop""}",150666,5HAtRoEPUvGSA7ziTGB1cF
Satoshi Tomie,0,"{""""}",10,2pyrRdoQjuHz7iNS89Yorq
Peter Hook,41,"{""madchester""}",6914,7yE0pgnhHPnPk4GZVuEpZM
Kirsty Hawkshaw,37,"{""vocal trance""}",6907,2tJIQxQM0X4lCYERyANSdT
Dave Gerard,5,"{""""}",367,0GUYIhpLYHay3HVaQ3b3U1
Mike Meehan and the Lucky Ones,0,"{""""}",12,0aqGccICZtSTdT3mTkmq03
Madilyn Bailey,57,"{""viral pop""}",169495,0NxhAEPOSeCg6vypFr7yjU
Noe Venable,3,"{""lilith""}",1009,0o2z2lzLWU62TubKKBkNTQ
Yoe Mase,39,"{""future bass"", ""pop edm""}",35012,4IuWSIEfIed8aZb49YA4Cj
Bob Dylan,70,"{""classic rock"", ""country rock"", ""folk"", ""folk rock"", ""rock"", ""roots rock"", ""singer-songwriter""}",5861543,74ASZWbe4lXaubB36ztrGX
Jay Dee Daugherty,3,"{""""}",34,2BKyVvd8rtg2VbJnYdCnKU
Lenny Kaye,16,"{""""}",823,0eoGWjtUjl9EaMWs1ZFqs5
Brother Dege,42,"{""gothic americana"", ""lafayette indie"", ""modern blues rock"", ""rebel blues""}",52925,62r8B0snN5IPw8SwCJTEXR
Danny Elfman,64,"{""orchestral soundtrack"", ""soundtrack""}",335296,5qBZETtyzfYnXOobDXbmcD
B.J. Thomas,51,"{""adult standards"", ""brill building pop"", ""bubblegum pop"", ""classic country pop"", ""folk rock"", ""mellow gold"", ""soft rock""}",197781,0uUNzXylqsZdmFDwdxaP1V
Alkaline Trio,55,"{""chicago punk"", ""emo"", ""pop punk"", ""punk"", ""skate punk""}",343638,1aEYCT7t18aM3VvM6y8oVR
The Dillinger Escape Plan,44,"{""alternative metal"", ""american metalcore"", ""mathcore"", ""new jersey hardcore"", ""new jersey punk""}",222509,7IGcjaMGAtsvKBLQX26W4i
Action Bronson,61,"{""alternative hip hop"", ""east coast hip hop"", ""escape room"", ""hip hop"", ""nyc rap"", ""queens hip hop"", ""rap"", ""southern hip hop"", ""underground hip hop""}",731947,7BMccF0hQFBpP6417k1OtQ
Statik Selektah,48,"{""alternative hip hop"", ""boom bap"", ""boston hip hop"", ""hardcore hip hop"", ""hip hop"", ""underground hip hop""}",118423,5v0XTlB9FqNvfBfnw8n5b0
LIL Fame!!!,16,"{""""}",104,2neWrxRLnWPaijww5g2ytq
Nina Sky,57,"{""hip pop"", ""urban contemporary""}",107893,6eBYLQONaYZhZNAVK061t6
Meyhem Lauren,46,"{""alternative hip hop"", ""boom bap"", ""queens hip hop"", ""underground hip hop""}",53340,4lph4e07jjlKkioG1bQx95
Maffew Ragazino,14,"{""soul flow""}",968,4fFpXK5A8VGcOcNJrygfeD
AG Da Coroner,24,"{""""}",596,736quRgvvGLe7eBO18oUzx
Eric Thompson,2,"{""""}",94,1gnM4OadiETx3mG1mEYhiG
